"7475.erp Properties"
"General"
"Item","Value"
"Folder","C:\Users\Administrador\Desktop\GonoGo 15-21"
"Type","ERP/W Data"
"File collection date","9/13/2016 09:59:54.35"
"Erp file version","4"
"Subject number","4"
"Collection start time","09:59:54.35"
"Collection end time","10:08:19.93"
"Data acquisition board","Natl. Instr. PCI-6071E (Dev. 1)"
"Data acquisition type","Trial-by-trial"
"Number of trials","500"
"Experiment type","Legacy"

"Channels"
"Channel","Type","Gain","Min. mV","Max. mV","Rate (Hz)","Act. Rate","Electrode","Label"
"1","Scalp","1.00","-100.00","100.00","200.00","200.3606","Fz","Fz"
"2","Scalp","1.00","-100.00","100.00","200.00","200.3606","Pz","Pz"
"3","Scalp","1.00","-100.00","100.00","200.00","200.3606","T3","T3"
"4","Scalp","1.00","-100.00","100.00","200.00","200.3606","T4","T4"
"5","Eye (V)","1.00","-500.00","500.00","200.00","200.3606","","vEOG"
"6","Scalp","1.00","-100.00","100.00","200.00","200.3606","T5","T5"
"7","Scalp","1.00","-100.00","100.00","200.00","200.3606","T6","T6"
"8","Scalp","1.00","-100.00","100.00","200.00","200.3606","C3","C3"
"9","Scalp","1.00","-100.00","100.00","200.00","200.3606","C4","C4"
"10","Scalp","1.00","-100.00","100.00","200.00","200.3606","M1","M1"
"11","Scalp","1.00","-100.00","100.00","200.00","200.3606","M2","M2"
"12","Scalp","1.00","-100.00","100.00","200.00","200.3606","F3","F3"
"13","Scalp","1.00","-100.00","100.00","200.00","200.3606","F4","F4"
"14","Scalp","1.00","-100.00","100.00","200.00","200.3606","F7","F7"
"15","Scalp","1.00","-100.00","100.00","200.00","200.3606","F8","F8"
"16","Scalp","1.00","-100.00","100.00","200.00","200.3606","O1","O1"
"17","Scalp","1.00","-100.00","100.00","200.00","200.3606","O2","O2"
"18","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC1","FC1"
"19","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC2","FC2"
"20","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC5","FC5"
"21","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC6","FC6"
"22","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP1","CP1"
"23","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP2","CP2"
"24","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP5","CP5"
"25","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP6","CP6"
"26","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO3","PO3"
"27","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO4","PO4"
"28","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO7","PO7"
"29","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO8","PO8"
"30","Scalp","1.00","-100.00","100.00","200.00","200.3606","P3","P3"
"31","Scalp","1.00","-100.00","100.00","200.00","200.3606","P4","P4"

"Trials"
"Trial","ID","Pre Set.","Pre Act.","Trial Set.","Trial Act.","Post Set.","Post Act."
"84","2","100","100","801","801","100","100"
"85","3","100","100","801","801","100","100"
"86","2","100","100","801","801","100","100"
"87","2","100","100","801","801","100","100"
"88","2","100","100","801","801","100","100"
"89","3","100","100","801","801","100","100"
"90","3","100","100","801","801","100","100"
"91","3","100","100","801","801","100","100"
"92","2","100","100","801","801","100","100"
"93","2","100","100","801","801","100","100"
"94","3","100","100","801","801","200","200"
"95","3","100","100","801","801","100","100"
"96","3","100","100","801","801","100","100"
"97","2","100","100","801","801","100","100"
"98","2","100","100","801","801","100","100"
"99","2","100","100","801","801","100","100"
"100","3","100","100","801","801","100","100"
"101","2","100","100","801","801","100","100"
"102","3","100","100","801","801","100","100"
"103","3","100","100","801","801","100","100"
"104","2","100","100","801","801","200","200"
"105","2","100","100","801","801","100","100"
"106","2","100","100","801","801","100","100"
"107","2","100","100","801","801","100","100"
"108","2","100","100","801","801","100","100"
"109","3","100","100","801","801","100","100"
"110","2","100","100","801","801","100","100"
"111","3","100","100","801","801","100","100"
"112","3","100","100","801","801","100","100"
"113","3","100","100","801","801","100","100"
"114","3","100","100","801","801","200","200"
"115","3","100","100","801","801","100","100"
"116","2","100","100","801","801","100","100"
"117","3","100","100","801","801","100","100"
"118","3","100","100","801","801","100","100"
"119","3","100","100","801","801","100","100"
"120","2","100","100","801","801","100","100"
"121","2","100","100","801","801","100","100"
"122","3","100","100","801","801","100","100"
"123","2","100","100","801","801","100","100"
"124","3","100","100","801","801","200","200"
"125","2","100","100","801","801","100","100"
"126","2","100","100","801","801","100","100"
"127","2","100","100","801","801","100","100"
"128","2","100","100","801","801","100","100"
"129","2","100","100","801","801","100","100"
"130","3","100","100","801","801","100","100"
"131","2","100","100","801","801","100","100"
"132","2","100","100","801","801","100","100"
"133","3","100","100","801","801","100","100"
"134","2","100","100","801","801","100","100"
"135","3","100","100","801","801","200","200"
"136","3","100","100","801","801","100","100"
"137","3","100","100","801","801","100","100"
"138","2","100","100","801","801","100","100"
"139","3","100","100","801","801","100","100"
"140","3","100","100","801","801","100","100"
"141","3","100","100","801","801","100","100"
"142","2","100","100","801","801","100","100"
"143","2","100","100","801","801","100","100"
"144","3","100","100","801","801","100","100"
"145","2","100","100","801","801","100","100"
"146","3","100","100","801","801","100","100"
"147","2","100","100","801","801","100","100"
"148","3","100","100","801","801","100","100"
"149","2","100","100","801","801","100","100"
"150","3","100","100","801","801","100","100"
"151","2","100","100","801","801","100","100"
"152","2","100","100","801","801","100","100"
"153","3","100","100","801","801","100","100"
"154","3","100","100","801","801","100","100"
"155","3","100","100","801","801","200","200"
"156","3","100","100","801","801","100","100"
"157","2","100","100","801","801","100","100"
"158","2","100","100","801","801","200","200"
"159","3","100","100","801","801","100","100"
"160","2","100","100","801","801","100","100"
"161","3","100","100","801","801","100","100"
"162","3","100","100","801","801","100","100"
"163","3","100","100","801","801","200","200"
"164","3","100","100","801","801","100","100"
"165","2","100","100","801","801","100","100"
"166","3","100","100","801","801","100","100"
"167","3","100","101","801","800","100","100"
"168","3","100","100","801","801","100","100"
"169","2","100","100","801","801","200","200"
"170","3","100","100","801","801","100","100"
"171","3","100","100","801","801","100","100"
"172","2","100","100","801","801","100","100"
"173","2","100","100","801","801","100","100"
"174","3","100","100","801","801","200","200"
"175","2","100","100","801","801","100","100"
"176","2","100","100","801","801","100","100"
"177","3","100","100","801","801","100","100"
"178","2","100","100","801","801","200","200"
"179","3","100","100","801","801","100","100"
"180","3","100","100","801","801","100","100"
"181","2","100","100","801","801","100","100"
"182","2","100","100","801","801","100","100"
"183","2","100","100","801","801","100","100"
"184","2","100","100","801","801","100","100"
"185","2","100","100","801","801","200","200"
"186","3","100","100","801","801","100","100"
"187","3","100","100","801","801","100","100"
"188","2","100","100","801","801","100","100"
"189","2","100","100","801","801","200","200"
"190","2","100","100","801","801","100","100"
"191","3","100","100","801","801","100","100"
"192","3","100","100","801","801","100","100"
"193","3","100","100","801","801","100","100"
"194","2","100","100","801","801","100","100"
"195","3","100","100","801","801","200","200"
"196","3","100","100","801","801","100","100"
"197","2","100","100","801","801","100","100"
"198","3","100","100","801","801","100","100"
"199","3","100","100","801","801","100","100"
"200","2","100","100","801","801","200","200"
"201","3","100","100","801","801","100","100"
"202","2","100","100","801","801","100","100"
"203","2","100","100","801","801","100","100"
"204","3","100","100","801","801","100","100"
"205","3","100","100","801","801","200","200"
"206","2","100","100","801","801","100","100"
"207","3","100","100","801","801","100","100"
"208","2","100","100","801","801","100","100"
"209","2","100","100","801","801","100","100"
"210","3","100","100","801","801","100","100"
"211","2","100","100","801","801","100","100"
"212","2","100","100","801","801","100","100"
"213","2","100","100","801","801","100","100"
"214","2","100","100","801","801","100","100"
"215","2","100","100","801","801","200","200"
"216","3","100","100","801","801","100","100"
"217","3","100","100","801","801","100","100"
"218","2","100","100","801","801","100","100"
"219","2","100","100","801","801","100","100"
"220","2","100","100","801","801","100","100"
"221","3","100","100","801","801","100","100"
"222","2","100","100","801","801","100","100"
"223","2","100","102","801","799","100","100"
"224","3","100","100","801","801","100","100"
"225","3","100","100","801","801","100","100"
"226","2","100","100","801","801","100","100"
"227","2","100","100","801","801","200","200"
"228","3","100","100","801","801","100","100"
"229","2","100","100","801","801","100","100"
"230","3","100","100","801","801","100","100"
"231","2","100","100","801","801","200","200"
"232","3","100","100","801","801","100","100"
"233","3","100","100","801","801","100","100"
"234","2","100","100","801","801","100","100"
"235","2","100","100","801","801","100","100"
"236","2","100","100","801","801","100","100"
"237","3","100","100","801","801","100","100"
"238","3","100","100","801","801","100","100"
"239","3","100","100","801","801","100","100"
"240","3","100","100","801","801","100","100"
"241","3","100","100","801","801","100","100"
"242","3","100","100","801","801","100","100"
"243","2","100","100","801","801","100","100"
"244","3","100","100","801","801","200","200"
"245","3","100","100","801","801","100","100"
"246","2","100","100","801","801","100","100"
"247","3","100","100","801","801","100","100"
"248","2","100","100","801","801","100","100"
"249","3","100","100","801","801","100","100"
"250","2","100","100","801","801","100","100"
"251","3","100","100","801","801","200","200"
"252","2","100","100","801","801","100","100"
"253","2","100","100","801","801","100","100"
"254","3","100","100","801","801","100","100"
"255","2","100","100","801","801","100","100"
"256","3","100","100","801","801","100","100"
"257","2","100","100","801","801","100","100"
"258","2","100","100","801","801","100","100"
"259","2","100","100","801","801","100","100"
"260","2","100","100","801","801","100","100"
"261","3","100","100","801","801","100","100"
"262","3","100","100","801","801","100","100"
"263","2","100","100","801","801","100","100"
"264","2","100","100","801","801","100","100"
"265","2","100","100","801","801","100","100"
"266","3","100","100","801","801","100","100"
"267","2","100","100","801","801","100","100"
"268","2","100","100","801","801","100","100"
"269","2","100","100","801","801","100","100"
"270","3","100","100","801","801","100","100"
"271","2","100","100","801","801","100","100"
"272","2","100","100","801","801","100","100"
"273","3","100","100","801","801","100","100"
"274","3","100","100","801","801","100","100"
"275","2","100","100","801","801","100","100"
"276","2","100","100","801","801","100","100"
"277","2","100","100","801","801","100","100"
"278","3","100","100","801","801","100","100"
"279","3","100","100","801","801","100","100"
"280","3","100","100","801","801","100","100"
"281","2","100","100","801","801","200","200"
"282","3","100","100","801","801","100","100"
"283","3","100","100","801","801","100","100"
"284","3","100","100","801","801","100","100"
"285","3","100","100","801","801","100","100"
"286","2","100","100","801","801","100","100"
"287","3","100","100","801","801","200","200"
"288","2","100","100","801","801","100","100"
"289","2","100","100","801","801","100","100"
"290","2","100","100","801","801","100","100"
"291","3","100","100","801","801","100","100"
"292","2","100","100","801","801","100","100"
"293","3","100","100","801","801","100","100"
"294","2","100","100","801","801","100","100"
"295","2","100","100","801","801","100","100"
"296","2","100","100","801","801","100","100"
"297","2","100","100","801","801","200","200"
"298","3","100","100","801","801","100","100"
"299","2","100","100","801","801","100","100"
"300","2","100","100","801","801","100","100"
"301","3","100","100","801","801","100","100"
"302","2","100","100","801","801","100","100"
"303","3","100","100","801","801","100","100"
"304","3","100","100","801","801","100","100"
"305","3","100","100","801","801","100","100"
"306","3","100","100","801","801","100","100"
"307","2","100","100","801","801","100","100"
"308","3","100","100","801","801","100","100"
"309","2","100","100","801","801","100","100"
"310","2","100","100","801","801","100","100"
"311","3","100","100","801","801","100","100"
"312","2","100","100","801","801","100","100"
"313","3","100","100","801","801","100","100"
"314","2","100","100","801","801","200","200"
"315","3","100","100","801","801","100","100"
"316","3","100","100","801","801","100","100"
"317","2","100","100","801","801","100","100"
"318","2","100","100","801","801","100","100"
"319","3","100","100","801","801","100","100"
"320","2","100","100","801","801","100","100"
"321","2","100","100","801","801","200","200"
"322","2","100","100","801","801","100","100"
"323","2","100","100","801","801","100","100"
"324","3","100","100","801","801","100","100"
"325","2","100","100","801","801","100","100"
"326","2","100","100","801","801","100","100"
"327","2","100","100","801","801","100","100"
"328","3","100","100","801","801","100","100"
"329","3","100","100","801","801","100","100"
"330","3","100","100","801","801","100","100"
"331","2","100","100","801","801","200","200"
"332","2","100","100","801","801","100","100"
"333","3","100","100","801","801","100","100"
"334","2","100","100","801","801","100","100"
"335","3","100","100","801","801","100","100"
"336","2","100","100","801","801","100","100"
"337","2","100","100","801","801","100","100"
"338","2","100","100","801","801","100","100"
"339","2","100","100","801","801","200","200"
"340","3","100","100","801","801","100","100"
"341","2","100","100","801","801","100","100"
"342","2","100","100","801","801","100","100"
"343","2","100","100","801","801","100","100"
"344","2","100","100","801","801","100","100"
"345","2","100","100","801","801","100","100"
"346","2","100","100","801","801","100","100"
"347","2","100","100","801","801","200","200"
"348","2","100","100","801","801","100","100"
"349","2","100","100","801","801","100","100"
"350","3","100","100","801","801","100","100"
"351","3","100","100","801","801","100","100"
"352","3","100","100","801","801","100","100"
"353","2","100","100","801","801","100","100"
"354","2","100","100","801","801","100","100"
"355","2","100","100","801","801","100","100"
"356","2","100","100","801","801","100","100"
"357","2","100","100","801","801","200","200"
"358","3","100","100","801","801","100","100"
"359","3","100","100","801","801","100","100"
"360","3","100","100","801","801","100","100"
"361","2","100","100","801","801","0","0"
"362","2","100","100","801","801","100","100"
"363","2","100","100","801","801","100","100"
"364","2","100","100","801","801","100","100"
"365","2","100","100","801","801","100","100"
"366","2","100","100","801","801","100","100"
"367","2","100","100","801","801","100","100"
"368","2","100","100","801","801","200","200"
"369","2","100","100","801","801","100","100"
"370","3","100","100","801","801","100","100"
"371","2","100","100","801","801","100","100"
"372","2","100","100","801","801","100","100"
"373","2","100","100","801","801","100","100"
"374","3","100","100","801","801","100","100"
"375","2","100","100","801","801","100","100"
"376","2","100","100","801","801","200","200"
"377","2","100","100","801","801","100","100"
"378","2","100","100","801","801","100","100"
"379","2","100","100","801","801","100","100"
"380","2","100","100","801","801","100","100"
"381","3","100","100","801","801","100","100"
"382","2","100","100","801","801","100","100"
"383","2","100","100","801","801","100","100"
"384","3","100","100","801","801","100","100"
"385","3","100","100","801","801","100","100"
"386","2","100","100","801","801","100","100"
"387","3","100","100","801","801","100","100"
"388","3","100","100","801","801","100","100"
"389","3","100","100","801","801","100","100"
"390","3","100","100","801","801","100","100"
"391","3","100","100","801","801","200","200"
"392","2","100","100","801","801","100","100"
"393","2","100","100","801","801","100","100"
"394","3","100","100","801","801","100","100"
"395","2","100","100","801","801","200","200"
"396","2","100","100","801","801","100","100"
"397","2","100","100","801","801","100","100"
"398","3","100","100","801","801","100","100"
"399","2","100","100","801","801","100","100"
"400","2","100","100","801","801","100","100"
"401","3","100","100","801","801","200","200"
"402","2","100","100","801","801","100","100"
"403","2","100","100","801","801","100","100"
"404","2","100","100","801","801","100","100"
"405","2","100","100","801","801","100","100"
"406","2","100","100","801","801","100","100"
"407","3","100","100","801","801","100","100"
"408","2","100","100","801","801","100","100"
"409","3","100","100","801","801","100","100"
"410","3","100","100","801","801","100","100"
"411","3","100","100","801","801","100","100"
"412","3","100","100","801","801","100","100"
"413","3","100","100","801","801","100","100"
"414","3","100","100","801","801","100","100"
"415","3","100","100","801","801","200","200"
"416","3","100","100","801","801","100","100"
"417","3","100","100","801","801","100","100"
"418","2","100","100","801","801","100","100"
"419","3","100","100","801","801","100","100"
"420","2","100","100","801","801","100","100"
"421","2","100","100","801","801","100","100"
"422","2","100","100","801","801","100","100"
"423","3","100","100","801","801","100","100"
"424","2","100","100","801","801","100","100"
"425","2","100","100","801","801","100","100"
"426","3","100","100","801","801","200","200"
"427","2","100","100","801","801","100","100"
"428","3","100","100","801","801","100","100"
"429","3","100","100","801","801","100","100"
"430","2","100","100","801","801","100","100"
"431","2","100","100","801","801","100","100"
"432","2","100","100","801","801","100","100"
"433","2","100","100","801","801","100","100"
"434","3","100","100","801","801","100","100"
"435","2","100","100","801","801","100","100"
"436","3","100","100","801","801","100","100"
"437","3","100","100","801","801","200","200"
"438","2","100","100","801","801","100","100"
"439","2","100","100","801","801","100","100"
"440","2","100","100","801","801","100","100"
"441","2","100","100","801","801","100","100"
"442","2","100","100","801","801","100","100"
"443","2","100","100","801","801","200","200"
"444","3","100","100","801","801","100","100"
"445","3","100","100","801","801","100","100"
"446","3","100","100","801","801","100","100"
"447","3","100","100","801","801","100","100"
"448","2","100","100","801","801","100","100"
"449","2","100","100","801","801","100","100"
"450","2","100","100","801","801","200","200"
"451","3","100","100","801","801","100","100"
"452","2","100","100","801","801","100","100"
"453","2","100","100","801","801","100","100"
"454","3","100","100","801","801","100","100"
"455","2","100","100","801","801","100","100"
"456","3","100","100","801","801","100","100"
"457","2","100","100","801","801","100","100"
"458","3","100","100","801","801","100","100"
"459","3","100","100","801","801","100","100"
"460","2","100","100","801","801","100","100"
"461","2","100","100","801","801","100","100"
"462","2","100","100","801","801","100","100"
"463","2","100","100","801","801","100","100"
"464","2","100","100","801","801","100","100"
"465","2","100","100","801","801","100","100"
"466","3","100","100","801","801","100","100"
"467","2","100","100","801","801","100","100"
"468","2","100","100","801","801","100","100"
"469","3","100","100","801","801","100","100"
"470","2","100","100","801","801","100","100"
"471","2","100","100","801","801","100","100"
"472","3","100","100","801","801","100","100"
"473","2","100","100","801","801","100","100"
"474","3","100","100","801","801","100","100"
"475","3","100","100","801","801","100","100"
"476","2","100","100","801","801","100","100"
"477","3","100","100","801","801","100","100"
"478","2","100","100","801","801","200","200"
"479","3","100","100","801","801","100","100"
"480","3","100","100","801","801","100","100"
"481","3","100","100","801","801","100","100"
"482","2","100","100","801","801","200","200"
"483","3","100","100","801","801","100","100"
"484","2","100","100","801","801","100","100"
"485","3","100","100","801","801","100","100"
"486","2","100","100","801","801","100","100"
"487","2","100","100","801","801","100","100"
"488","3","100","100","801","801","100","100"
"489","2","100","100","801","801","100","100"
"490","2","100","100","801","801","200","200"
"491","3","100","100","801","801","100","100"
"492","3","100","100","801","801","100","100"
"493","3","100","100","801","801","100","100"
"494","2","100","100","801","801","200","200"
"495","2","100","100","801","801","100","100"
"496","2","100","100","801","801","100","100"
"497","2","100","100","801","801","100","100"
"498","3","100","100","801","801","100","100"
"499","2","100","100","801","801","100","100"
"500","2","100","100","801","801","200","200"

"Button events"
"All presses"
"Trial","ID","Pressed","Released","Button","Response"
"2","1","439","660","Go","Correct"
"3","1","311","510","Go","Correct"
"4","1","319","501","Go","Correct"
"5","1","325","510","Go","Correct"
"6","1","349","547","Go","Correct"
"7","1","303","481","Go","Correct"
"8","1","285","453","Go","Correct"
"9","1","295","470","Go","Correct"
"10","1","331","504","Go","Correct"
"11","1","331","509","Go","Correct"
"12","1","383","560","Go","Correct"
"13","1","320","515","Go","Correct"
"14","1","344","512","Go","Correct"
"15","1","240","439","Go","Correct"
"16","1","331","509","Go","Correct"
"17","1","450","615","Go","Correct"
"18","1","294","472","Go","Correct"
"19","1","282","456","Go","Correct"
"20","1","346","523","Go","Correct"
"21","1","334","515","Go","Correct"
"22","1","355","552","Go","Correct"
"23","1","280","479","Go","Correct"
"24","1","299","471","Go","Correct"
"25","1","345","502","Go","Correct"
"26","1","336","444","Go","Correct"
"27","1","374","521","Go","Correct"
"28","1","306","494","Go","Correct"
"29","1","318","459","Go","Correct"
"30","1","332","516","Go","Correct"
"31","1","339","524","Go","Correct"
"32","1","267","453","Go","Correct"
"33","1","268","433","Go","Correct"
"34","1","224","419","Go","Correct"
"35","1","250","467","Go","Correct"
"36","1","278","487","Go","Correct"
"37","1","323","547","Go","Correct"
"38","1","319","508","Go","Correct"
"39","1","339","525","Go","Correct"
"40","1","274","482","Go","Correct"
"41","1","290","491","Go","Correct"
"42","1","292","492","Go","Correct"
"43","1","322","518","Go","Correct"
"44","1","356","572","Go","Correct"
"45","1","352","547","Go","Correct"
"46","1","296","492","Go","Correct"
"47","1","162","358","Go","Correct"
"48","1","299","494","Go","Correct"
"49","1","213","408","Go","Correct"
"50","1","179","390","Go","Correct"
"51","2","256","473","Go","Correct"
"52","3","265","491","Go","Correct"
"53","3","350","496","Go","Correct"
"54","2","744","","Go","Correct"
"55","3","-100","-49","Go","Incorrect"
"56","3","355","542","Go","Correct"
"58","3","350","555","Go","Correct"
"60","3","357","562","Go","Correct"
"63","2","448","634","Go","Correct"
"64","2","559","738","Go","Correct"
"65","2","405","587","Go","Correct"
"66","2","328","497","Go","Correct"
"67","2","349","532","Go","Correct"
"68","2","284","518","Go","Correct"
"69","3","314","505","Go","Correct"
"71","2","503","689","Go","Correct"
"74","2","503","693","Go","Correct"
"79","2","502","681","Go","Correct"
"80","2","415","608","Go","Correct"
"81","2","331","542","Go","Correct"
"82","3","278","442","Go","Correct"
"84","2","-100","-3","Go","Incorrect"
"84","2","468","643","Go","Correct"
"86","2","409","608","Go","Correct"
"87","2","390","598","Go","Correct"
"88","2","425","620","Go","Correct"
"92","2","521","722","Go","Correct"
"93","2","407","615","Go","Correct"
"97","2","376","591","Go","Correct"
"98","2","336","548","Go","Correct"
"99","2","299","507","Go","Correct"
"100","3","291","523","Go","Correct"
"101","2","406","611","Go","Correct"
"104","2","394","584","Go","Correct"
"105","2","421","632","Go","Correct"
"106","2","297","525","Go","Correct"
"107","2","317","509","Go","Correct"
"108","2","305","510","Go","Correct"
"109","3","274","501","Go","Correct"
"110","2","425","625","Go","Correct"
"116","2","424","619","Go","Correct"
"120","2","565","748","Go","Correct"
"121","2","621","","Go","Correct"
"123","2","494","658","Go","Correct"
"125","2","468","631","Go","Correct"
"126","2","512","706","Go","Correct"
"127","2","409","579","Go","Correct"
"128","2","423","623","Go","Correct"
"129","2","310","585","Go","Correct"
"130","3","307","536","Go","Correct"
"131","2","459","643","Go","Correct"
"132","2","460","638","Go","Correct"
"134","2","415","613","Go","Correct"
"138","2","381","582","Go","Correct"
"142","2","420","628","Go","Correct"
"143","2","392","598","Go","Correct"
"144","3","312","491","Go","Correct"
"145","2","370","544","Go","Correct"
"147","2","430","614","Go","Correct"
"149","2","492","699","Go","Correct"
"152","2","357","550","Go","Correct"
"157","2","460","651","Go","Correct"
"158","2","370","593","Go","Correct"
"160","2","628","","Go","Correct"
"163","3","385","592","Go","Correct"
