"1161.erp Properties"
"General"
"Item","Value"
"Type","ERP/W Data"
"Subject number","4"
"Number of trials","150"
"Folder","C:\Users\Administrador\Desktop\GonoGo 15-21"
"File collection date","6/13/2008 17:02:17.45"
"Experiment type","Go - No go"
"Erp file version","4"
"Data acquisition type","Trial-by-trial"
"Data acquisition board","Natl. Instr. PCI-6071E (Dev. 1)"
"Collection start time","17:02:17.45"
"Collection end time","17:05:47.82"

"Channels"
"Channel","Type","Gain","Min. mV","Max. mV","Rate (Hz)","Act. Rate","Electrode","Label"
"1","Scalp","1.00","-100.00","100.00","200.00","200.3606","Fz","Fz"
"2","Scalp","1.00","-100.00","100.00","200.00","200.3606","Pz","Pz"
"3","Scalp","1.00","-100.00","100.00","200.00","200.3606","T3","T3"
"4","Scalp","1.00","-100.00","100.00","200.00","200.3606","T4","T4"
"5","Eye (V)","1.00","-1000.00","1000.00","200.00","200.3606","","vEOG"
"6","Scalp","1.00","-100.00","100.00","200.00","200.3606","T5","T5"
"7","Scalp","1.00","-100.00","100.00","200.00","200.3606","T6","T6"
"8","Scalp","1.00","-100.00","100.00","200.00","200.3606","C3","C3"
"9","Scalp","1.00","-100.00","100.00","200.00","200.3606","C4","C4"
"10","Scalp","1.00","-100.00","100.00","200.00","200.3606","M1","M1"
"11","Scalp","1.00","-100.00","100.00","200.00","200.3606","M2","M2"
"12","Scalp","1.00","-100.00","100.00","200.00","200.3606","F3","F3"
"13","Scalp","1.00","-100.00","100.00","200.00","200.3606","F4","F4"
"14","Scalp","1.00","-100.00","100.00","200.00","200.3606","F7","F7"
"15","Scalp","1.00","-100.00","100.00","200.00","200.3606","F8","F8"
"16","Scalp","1.00","-100.00","100.00","200.00","200.3606","O1","O1"
"17","Scalp","1.00","-100.00","100.00","200.00","200.3606","O2","O2"
"18","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC1","FC1"
"19","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC2","FC2"
"20","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC5","FC5"
"21","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC6","FC6"
"22","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP1","CP1"
"23","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP2","CP2"
"24","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP5","CP5"
"25","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP6","CP6"
"26","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO3","PO3"
"27","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO4","PO4"
"28","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO7","PO7"
"29","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO8","PO8"
"30","Scalp","1.00","-100.00","100.00","200.00","200.3606","P3","P3"
"31","Scalp","1.00","-100.00","100.00","200.00","200.3606","P4","P4"

"Trials"
"Trial","ID","Pre Set.","Pre Act.","Trial Set.","Trial Act.","Post Set.","Post Act."
"92","2","100","100","1001","1001","311","311"
"93","3","100","100","1001","1001","221","221"
"94","2","100","100","1001","1001","258","258"
"95","2","100","100","1001","1001","224","224"
"96","3","100","100","1001","1001","347","347"
"97","2","100","100","1001","1001","287","287"
"98","3","100","100","1001","1001","286","286"
"99","2","100","100","1001","1001","256","256"
"100","3","100","100","1001","1001","358","358"
"101","2","100","100","1001","1001","335","335"
"102","2","100","100","1001","1001","347","347"
"103","2","100","100","1001","1001","291","291"
"104","2","100","100","1001","1001","382","382"
"105","3","100","100","1001","1001","235","235"
"106","2","100","100","1001","1001","245","245"
"107","2","100","100","1001","1001","203","203"
"108","2","100","100","1001","1001","318","318"
"109","3","100","100","1001","1001","316","316"
"110","2","100","100","1001","1001","273","273"
"111","3","100","100","1001","1001","222","222"
"112","2","100","100","1001","1001","315","315"
"113","2","100","100","1001","1001","396","396"
"114","3","100","100","1001","1001","233","233"
"115","2","100","100","1001","1001","214","214"
"116","2","100","100","1001","1001","369","369"
"117","2","100","100","1001","1001","362","362"
"118","3","100","100","1001","1001","396","396"
"119","2","100","100","1001","1001","235","235"
"120","2","100","100","1001","1001","349","349"
"121","2","100","100","1001","1001","344","344"
"122","2","100","100","1001","1001","223","223"
"123","3","100","100","1001","1001","247","247"
"124","2","100","100","1001","1001","299","299"
"125","2","100","100","1001","1001","365","365"
"126","3","100","100","1001","1001","321","321"
"127","3","100","100","1001","1001","277","277"
"128","2","100","100","1001","1001","243","243"
"129","2","100","100","1001","1001","357","357"
"130","3","100","100","1001","1001","265","265"
"131","2","100","100","1001","1001","296","296"
"132","2","100","100","1001","1001","295","295"
"133","2","100","100","1001","1001","380","380"
"134","3","100","100","1001","1001","312","312"
"135","2","100","100","1001","1001","276","276"
"136","3","100","100","1001","1001","343","343"
"137","2","100","100","1001","1001","270","270"
"138","2","100","100","1001","1001","326","326"
"139","2","100","100","1001","1001","325","325"
"140","2","100","100","1001","1001","306","306"
"141","3","100","100","1001","1001","318","318"
"142","2","100","100","1001","1001","292","292"
"143","3","100","100","1001","1001","343","343"
"144","2","100","100","1001","1001","297","297"
"145","2","100","100","1001","1001","382","382"
"146","2","100","100","1001","1001","229","229"
"147","2","100","100","1001","1001","366","366"
"148","3","100","100","1001","1001","269","269"
"149","2","100","100","1001","1001","203","203"
"150","2","100","100","1001","1001","287","287"

"Button events"
"All presses"
"Trial","ID","Pressed","Released","Button","Response"
"1","1","393","590","Go","Correct"
"2","1","333","481","Go","Correct"
"3","1","332","463","Go","Correct"
"4","1","264","428","Go","Correct"
"5","1","258","429","Go","Correct"
"6","1","445","611","Go","Correct"
"7","1","366","490","Go","Correct"
"8","1","332","494","Go","Correct"
"9","1","333","487","Go","Correct"
"10","1","333","486","Go","Correct"
"11","1","296","496","Go","Correct"
"12","1","234","408","Go","Correct"
"13","1","261","405","Go","Correct"
"14","1","256","463","Go","Correct"
"15","1","288","498","Go","Correct"
"16","1","292","508","Go","Correct"
"17","1","333","548","Go","Correct"
"18","1","291","512","Go","Correct"
"19","1","332","521","Go","Correct"
"20","1","367","562","Go","Correct"
"21","1","332","479","Go","Correct"
"22","1","333","551","Go","Correct"
"23","1","301","501","Go","Correct"
"24","1","263","476","Go","Correct"
"25","1","301","482","Go","Correct"
"26","1","269","462","Go","Correct"
"27","1","288","478","Go","Correct"
"28","1","265","425","Go","Correct"
"29","1","258","439","Go","Correct"
"30","1","294","476","Go","Correct"
"31","1","273","483","Go","Correct"
"32","1","260","479","Go","Correct"
"33","1","354","542","Go","Correct"
"34","1","332","467","Go","Correct"
"35","1","289","461","Go","Correct"
"36","1","332","489","Go","Correct"
"37","1","332","515","Go","Correct"
"38","1","259","440","Go","Correct"
"39","1","273","457","Go","Correct"
"40","1","333","461","Go","Correct"
"41","3","332","490","Go","Incorrect"
"42","2","332","494","Go","Correct"
"43","2","379","574","Go","Correct"
"44","2","359","554","Go","Correct"
"45","2","333","522","Go","Correct"
"46","2","332","508","Go","Correct"
"48","2","269","490","Go","Correct"
"49","3","332","396","Go","Incorrect"
"50","2","419","599","Go","Correct"
"52","2","460","661","Go","Correct"
"53","2","591","769","Go","Correct"
"54","2","480","683","Go","Correct"
"56","2","397","629","Go","Correct"
"58","2","441","666","Go","Correct"
"59","2","717","945","Go","Correct"
"60","2","417","647","Go","Correct"
"62","2","347","588","Go","Correct"
"63","2","378","610","Go","Correct"
"64","2","401","611","Go","Correct"
"66","2","381","604","Go","Correct"
"68","2","450","639","Go","Correct"
"69","2","396","575","Go","Correct"
"71","2","337","567","Go","Correct"
"73","2","474","691","Go","Correct"
"74","2","450","646","Go","Correct"
"75","2","404","618","Go","Correct"
"77","2","418","619","Go","Correct"
"78","2","530","730","Go","Correct"
"79","2","388","586","Go","Correct"
"80","2","367","559","Go","Correct"
"83","2","447","651","Go","Correct"
"84","2","382","598","Go","Correct"
"85","2","332","545","Go","Correct"
"86","2","360","554","Go","Correct"
"87","2","332","535","Go","Correct"
"88","2","359","525","Go","Correct"
"90","2","383","572","Go","Correct"
"91","2","396","579","Go","Correct"
"92","2","354","535","Go","Correct"
"94","2","425","595","Go","Correct"
"95","2","647","832","Go","Correct"
"97","2","397","598","Go","Correct"
"99","2","387","577","Go","Correct"
"101","2","458","628","Go","Correct"
"102","2","459","675","Go","Correct"
"103","2","484","665","Go","Correct"
"104","2","435","594","Go","Correct"
"106","2","333","529","Go","Correct"
"107","2","399","582","Go","Correct"
"108","2","397","592","Go","Correct"
"110","2","468","663","Go","Correct"
"112","2","373","584","Go","Correct"
"113","2","433","642","Go","Correct"
"115","2","472","643","Go","Correct"
"116","2","373","582","Go","Correct"
"117","2","400","589","Go","Correct"
"119","2","399","564","Go","Correct"
"120","2","411","585","Go","Correct"
"121","2","435","601","Go","Correct"
"122","2","496","657","Go","Correct"
"124","2","509","666","Go","Correct"
"125","2","353","542","Go","Correct"
"128","2","459","640","Go","Correct"
"129","2","377","579","Go","Correct"
"130","3","294","465","Go","Incorrect"
"131","2","332","508","Go","Correct"
"132","2","487","655","Go","Correct"
"133","2","376","553","Go","Correct"
"134","3","332","504","Go","Incorrect"
"135","2","386","566","Go","Correct"
"137","2","368","540","Go","Correct"
"138","2","551","727","Go","Correct"
"139","2","360","556","Go","Correct"
"140","2","392","577","Go","Correct"
"142","2","439","627","Go","Correct"
"144","2","405","560","Go","Correct"
"145","2","622","812","Go","Correct"
"146","2","455","634","Go","Correct"
"147","2","501","680","Go","Correct"
"148","3","332","854","Go","Incorrect"
"149","2","296","528","Go","Correct"
"150","2","382","578","Go","Correct"

"Correct presses"
"Trial","ID","First","Correct","Channel of first"
"1","1","393","393","6"
"2","1","333","333","6"
"3","1","332","332","6"
"4","1","264","264","6"
"5","1","258","258","6"
"6","1","445","445","6"
"7","1","366","366","6"
"8","1","332","332","6"
"9","1","333","333","6"
"10","1","333","333","6"
"11","1","296","296","6"
"12","1","234","234","6"
"13","1","261","261","6"
"14","1","256","256","6"
"15","1","288","288","6"
"16","1","292","292","6"
"17","1","333","333","6"
"18","1","291","291","6"
"19","1","332","332","6"
"20","1","367","367","6"
"21","1","332","332","6"
"22","1","333","333","6"
"23","1","301","301","6"
"24","1","263","263","6"
"25","1","301","301","6"
"26","1","269","269","6"
"27","1","288","288","6"
"28","1","265","265","6"
"29","1","258","258","6"
"30","1","294","294","6"
"31","1","273","273","6"
"32","1","260","260","6"
"33","1","354","354","6"
"34","1","332","332","6"
"35","1","289","289","6"
"36","1","332","332","6"
"37","1","332","332","6"
"38","1","259","259","6"
"39","1","273","273","6"
"40","1","333","333","6"
"42","2","332","332","6"
"43","2","379","379","6"
"44","2","359","359","6"
"45","2","333","333","6"
"46","2","332","332","6"
"48","2","269","269","6"
"50","2","419","419","6"
"52","2","460","460","6"
"53","2","591","591","6"
"54","2","480","480","6"
"56","2","397","397","6"
"58","2","441","441","6"
"59","2","717","717","6"
"60","2","417","417","6"
"62","2","347","347","6"
"63","2","378","378","6"
"64","2","401","401","6"
"66","2","381","381","6"
"68","2","450","450","6"
"69","2","396","396","6"
"71","2","337","337","6"
"73","2","474","474","6"
"74","2","450","450","6"
"75","2","404","404","6"
"77","2","418","418","6"
"78","2","530","530","6"
"79","2","388","388","6"
"80","2","367","367","6"
"83","2","447","447","6"
"84","2","382","382","6"
"85","2","332","332","6"
"86","2","360","360","6"
"87","2","332","332","6"
"88","2","359","359","6"
"90","2","383","383","6"
"91","2","396","396","6"
"92","2","354","354","6"
"94","2","425","425","6"
"95","2","647","647","6"
"97","2","397","397","6"
"99","2","387","387","6"
"101","2","458","458","6"
"102","2","459","459","6"
"103","2","484","484","6"
"104","2","435","435","6"
"106","2","333","333","6"
"107","2","399","399","6"
"108","2","397","397","6"
"110","2","468","468","6"
"112","2","373","373","6"
"113","2","433","433","6"
"115","2","472","472","6"
"116","2","373","373","6"
"117","2","400","400","6"
"119","2","399","399","6"
"120","2","411","411","6"
"121","2","435","435","6"
"122","2","496","496","6"
"124","2","509","509","6"
"125","2","353","353","6"
"128","2","459","459","6"
"129","2","377","377","6"
"131","2","332","332","6"
"132","2","487","487","6"
"133","2","376","376","6"
"135","2","386","386","6"
"137","2","368","368","6"
"138","2","551","551","6"
"139","2","360","360","6"
"140","2","392","392","6"
"142","2","439","439","6"
"144","2","405","405","6"
"145","2","622","622","6"
"146","2","455","455","6"
"147","2","501","501","6"
"149","2","296","296","6"
"150","2","382","382","6"

"Button response summary"
"Trial ID filter: No filter"
"Response filter: No filter"
"Trial Score filter: No filter"
"Maximum number of bad scalp channels filter: 0"
"Trials matching the current filter set: 150  [ 100.0 percent of trials ]"
"Trial","ID","Response","Score","Reason"
"1","1","Correct","Good",""
"2","1","Correct","Good",""
"3","1","Correct","Good",""
"4","1","Correct","Good",""
"5","1","Correct","Good",""
"6","1","Correct","Good",""
"7","1","Correct","Good",""
"8","1","Correct","Good",""
"9","1","Correct","Good",""
"10","1","Correct","Good",""
"11","1","Correct","Good",""
"12","1","Correct","Good",""
"13","1","Correct","Good",""
"14","1","Correct","Good",""
"15","1","Correct","Good",""
"16","1","Correct","Good",""
"17","1","Correct","Good",""
"18","1","Correct","Good",""
"19","1","Correct","Good",""
"20","1","Correct","Good",""
"21","1","Correct","Good",""
"22","1","Correct","Good",""
"23","1","Correct","Good",""
"24","1","Correct","Good",""
"25","1","Correct","Good",""
"26","1","Correct","Good",""
"27","1","Correct","Good",""
"28","1","Correct","Good",""
"29","1","Correct","Good",""
"30","1","Correct","Good",""
"31","1","Correct","Good",""
"32","1","Correct","Good",""
"33","1","Correct","Good",""
"34","1","Correct","Good",""
"35","1","Correct","Good",""
"36","1","Correct","Good",""
"37","1","Correct","Good",""
"38","1","Correct","Good",""
"39","1","Correct","Good",""
"40","1","Correct","Good",""
"41","3","Incorrect","Good",""
"42","2","Correct","Good",""
"43","2","Correct","Good",""
"44","2","Correct","Good",""
"45","2","Correct","Good",""
"46","2","Correct","Good",""
"47","3","Correct","Good",""
"48","2","Correct","Good",""
"49","3","Incorrect","Good",""
"50","2","Correct","Good",""
"51","3","Correct","Good",""
"52","2","Correct","Good",""
"53","2","Correct","Good",""
"54","2","Correct","Good",""
"55","3","Correct","Good",""
"56","2","Correct","Good",""
"57","3","Correct","Good",""
"58","2","Correct","Good",""
"59","2","Correct","Good",""
"60","2","Correct","Good",""
"61","3","Correct","Good",""
"62","2","Correct","Good",""
"63","2","Correct","Good",""
"64","2","Correct","Good",""
"65","3","Correct","Good",""
"66","2","Correct","Good",""
"67","3","Correct","Good",""
"68","2","Correct","Good",""
"69","2","Correct","Good",""
"70","3","Correct","Good",""
"71","2","Correct","Good",""
"72","3","Correct","Good",""
"73","2","Correct","Good",""
"74","2","Correct","Good",""
"75","2","Correct","Good",""
"76","3","Correct","Good",""
"77","2","Correct","Good",""
"78","2","Correct","Good",""
"79","2","Correct","Good",""
"80","2","Correct","Good",""
"81","3","Correct","Good",""
"82","3","Correct","Good",""
"83","2","Correct","Good",""
"84","2","Correct","Good",""
"85","2","Correct","Good",""
"86","2","Correct","Good",""
"87","2","Correct","Good",""
"88","2","Correct","Good",""
"89","3","Correct","Good",""
"90","2","Correct","Good",""
"91","2","Correct","Good",""
"92","2","Correct","Good",""
"93","3","Correct","Good",""
"94","2","Correct","Good",""
"95","2","Correct","Good",""
"96","3","Correct","Good",""
"97","2","Correct","Good",""
"98","3","Correct","Good",""
"99","2","Correct","Good",""
"100","3","Correct","Good",""
"101","2","Correct","Good",""
"102","2","Correct","Good",""
"103","2","Correct","Good",""
"104","2","Correct","Good",""
"105","3","Correct","Good",""
"106","2","Correct","Good",""
"107","2","Correct","Good",""
"108","2","Correct","Good",""
"109","3","Correct","Good",""
"110","2","Correct","Good",""
"111","3","Correct","Good",""
"112","2","Correct","Good",""
"113","2","Correct","Good",""
"114","3","Correct","Good",""
"115","2","Correct","Good",""
"116","2","Correct","Good",""
"117","2","Correct","Good",""
"118","3","Correct","Good",""
"119","2","Correct","Good",""
"120","2","Correct","Good",""
"121","2","Correct","Good",""
"122","2","Correct","Good",""
"123","3","Correct","Good",""
"124","2","Correct","Good",""
"125","2","Correct","Good",""
"126","3","Correct","Good",""
"127","3","Correct","Good",""
"128","2","Correct","Good",""
"129","2","Correct","Good",""
"130","3","Incorrect","Good",""
"131","2","Correct","Good",""
"132","2","Correct","Good",""
"133","2","Correct","Good",""
"134","3","Incorrect","Good",""
"135","2","Correct","Good",""
"136","3","Correct","Good",""
"137","2","Correct","Good",""
"138","2","Correct","Good",""
"139","2","Correct","Good",""
"140","2","Correct","Good",""
"141","3","Correct","Good",""
"142","2","Correct","Good",""
"143","3","Correct","Good",""
"144","2","Correct","Good",""
"145","2","Correct","Good",""
"146","2","Correct","Good",""
"147","2","Correct","Good",""
"148","3","Incorrect","Good",""
"149","2","Correct","Good",""
"150","2","Correct","Good",""

"Bad Channels"
"Trial","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","","","","","X","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
