"1328.erp Properties"
"General"
"Item","Value"
"Folder","C:\Users\Administrador\Desktop\Kathleen\GonoGo 15-21\GonoGo\15a con ERP 10a\ERP"
"Type","ERP/W Data"
"File collection date","8/13/2008 17:27:07.15"
"Erp file version","4"
"Subject number","4"
"Collection start time","17:27:07.15"
"Collection end time","17:30:37.53"
"Data acquisition board","Natl. Instr. PCI-6071E (Dev. 1)"
"Data acquisition type","Trial-by-trial"
"Number of trials","150"
"Experiment type","Go - No go"

"Channels"
"Channel","Type","Gain","Min. mV","Max. mV","Rate (Hz)","Act. Rate","Electrode","Label"
"1","Scalp","1.00","-100.00","100.00","200.00","200.3606","Fz","Fz"
"2","Scalp","1.00","-100.00","100.00","200.00","200.3606","Pz","Pz"
"3","Scalp","1.00","-100.00","100.00","200.00","200.3606","T3","T3"
"4","Scalp","1.00","-100.00","100.00","200.00","200.3606","T4","T4"
"5","Eye (V)","1.00","-1000.00","1000.00","200.00","200.3606","","vEOG"
"6","Scalp","1.00","-100.00","100.00","200.00","200.3606","T5","T5"
"7","Scalp","1.00","-100.00","100.00","200.00","200.3606","T6","T6"
"8","Scalp","1.00","-100.00","100.00","200.00","200.3606","C3","C3"
"9","Scalp","1.00","-100.00","100.00","200.00","200.3606","C4","C4"
"10","Scalp","1.00","-100.00","100.00","200.00","200.3606","M1","M1"
"11","Scalp","1.00","-100.00","100.00","200.00","200.3606","M2","M2"
"12","Scalp","1.00","-100.00","100.00","200.00","200.3606","F3","F3"
"13","Scalp","1.00","-100.00","100.00","200.00","200.3606","F4","F4"
"14","Scalp","1.00","-100.00","100.00","200.00","200.3606","F7","F7"
"15","Scalp","1.00","-100.00","100.00","200.00","200.3606","F8","F8"
"16","Scalp","1.00","-100.00","100.00","200.00","200.3606","O1","O1"
"17","Scalp","1.00","-100.00","100.00","200.00","200.3606","O2","O2"
"18","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC1","FC1"
"19","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC2","FC2"
"20","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC5","FC5"
"21","Scalp","1.00","-100.00","100.00","200.00","200.3606","FC6","FC6"
"22","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP1","CP1"
"23","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP2","CP2"
"24","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP5","CP5"
"25","Scalp","1.00","-100.00","100.00","200.00","200.3606","CP6","CP6"
"26","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO3","PO3"
"27","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO4","PO4"
"28","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO7","PO7"
"29","Scalp","1.00","-100.00","100.00","200.00","200.3606","PO8","PO8"
"30","Scalp","1.00","-100.00","100.00","200.00","200.3606","P3","P3"
"31","Scalp","1.00","-100.00","100.00","200.00","200.3606","P4","P4"

"Trials"
"Trial","ID","Pre Set.","Pre Act.","Trial Set.","Trial Act.","Post Set.","Post Act."
"91","2","100","100","1001","1001","358","358"
"92","2","100","100","1001","1001","311","311"
"93","3","100","100","1001","1001","221","221"
"94","2","100","100","1001","1001","258","258"
"95","2","100","100","1001","1001","224","224"
"96","3","100","100","1001","1001","347","347"
"97","2","100","100","1001","1001","287","287"
"98","3","100","100","1001","1001","286","286"
"99","2","100","100","1001","1001","256","256"
"100","3","100","100","1001","1001","358","358"
"101","2","100","100","1001","1001","335","335"
"102","2","100","100","1001","1001","347","347"
"103","2","100","100","1001","1001","291","291"
"104","2","100","100","1001","1001","382","382"
"105","3","100","100","1001","1001","235","235"
"106","2","100","100","1001","1001","245","245"
"107","2","100","100","1001","1001","203","203"
"108","2","100","100","1001","1001","318","318"
"109","3","100","100","1001","1001","316","316"
"110","2","100","100","1001","1001","273","273"
"111","3","100","100","1001","1001","222","222"
"112","2","100","100","1001","1001","315","315"
"113","2","100","100","1001","1001","396","396"
"114","3","100","100","1001","1001","233","233"
"115","2","100","100","1001","1001","214","214"
"116","2","100","100","1001","1001","369","369"
"117","2","100","100","1001","1001","362","362"
"118","3","100","100","1001","1001","396","396"
"119","2","100","100","1001","1001","235","235"
"120","2","100","100","1001","1001","349","349"
"121","2","100","100","1001","1001","344","344"
"122","2","100","100","1001","1001","223","223"
"123","3","100","100","1001","1001","247","247"
"124","2","100","100","1001","1001","299","299"
"125","2","100","100","1001","1001","365","365"
"126","3","100","100","1001","1001","321","321"
"127","3","100","100","1001","1001","277","277"
"128","2","100","100","1001","1001","243","243"
"129","2","100","100","1001","1001","357","357"
"130","3","100","100","1001","1001","265","265"
"131","2","100","100","1001","1001","296","296"
"132","2","100","100","1001","1001","295","295"
"133","2","100","100","1001","1001","380","380"
"134","3","100","100","1001","1001","312","312"
"135","2","100","100","1001","1001","276","276"
"136","3","100","100","1001","1001","343","343"
"137","2","100","100","1001","1001","270","270"
"138","2","100","100","1001","1001","326","326"
"139","2","100","100","1001","1001","325","325"
"140","2","100","100","1001","1001","306","306"
"141","3","100","100","1001","1001","318","318"
"142","2","100","100","1001","1001","292","292"
"143","3","100","100","1001","1001","343","343"
"144","2","100","100","1001","1001","297","297"
"145","2","100","100","1001","1001","382","382"
"146","2","100","100","1001","1001","229","229"
"147","2","100","100","1001","1001","366","366"
"148","3","100","100","1001","1001","269","269"
"149","2","100","100","1001","1001","203","203"
"150","2","100","100","1001","1001","287","287"

"Button events"
"All presses"
"Trial","ID","Pressed","Released","Button","Response"
"1","1","651","950","Go","Correct"
"2","1","586","884","Go","Correct"
"3","1","456","715","Go","Correct"
"4","1","663","919","Go","Correct"
"6","1","581","847","Go","Correct"
"7","1","434","722","Go","Correct"
"8","1","389","613","Go","Correct"
"9","1","813","","Go","Correct"
"10","1","453","694","Go","Correct"
"11","1","352","588","Go","Correct"
"12","1","445","659","Go","Correct"
"13","1","511","821","Go","Correct"
"14","1","432","717","Go","Correct"
"15","1","360","612","Go","Correct"
"16","1","426","678","Go","Correct"
"17","1","397","669","Go","Correct"
"18","1","532","747","Go","Correct"
"19","1","388","664","Go","Correct"
"20","1","362","616","Go","Correct"
"21","1","386","670","Go","Correct"
"22","1","403","600","Go","Correct"
"23","1","426","644","Go","Correct"
"24","1","353","583","Go","Correct"
"25","1","354","574","Go","Correct"
"26","1","370","613","Go","Correct"
"27","1","393","598","Go","Correct"
"28","1","357","561","Go","Correct"
"29","1","382","562","Go","Correct"
"30","1","399","623","Go","Correct"
"31","1","383","646","Go","Correct"
"32","1","316","605","Go","Correct"
"33","1","309","500","Go","Correct"
"34","1","283","531","Go","Correct"
"35","1","345","572","Go","Correct"
"36","1","457","688","Go","Correct"
"37","1","438","688","Go","Correct"
"38","1","265","523","Go","Correct"
"39","1","336","645","Go","Correct"
"40","1","331","576","Go","Correct"
"41","3","359","523","Go","Incorrect"
"42","2","461","700","Go","Correct"
"43","2","347","560","Go","Correct"
"44","2","430","671","Go","Correct"
"45","2","403","682","Go","Correct"
"46","2","250","507","Go","Correct"
"47","3","263","471","Go","Incorrect"
"48","2","285","528","Go","Correct"
"50","2","256","463","Go","Correct"
"52","2","389","600","Go","Correct"
"53","2","695","899","Go","Correct"
"54","2","354","614","Go","Correct"
"56","2","310","563","Go","Correct"
"58","2","374","603","Go","Correct"
"59","2","611","861","Go","Correct"
"60","2","376","618","Go","Correct"
"62","2","276","506","Go","Correct"
"63","2","554","802","Go","Correct"
"64","2","418","694","Go","Correct"
"66","2","287","504","Go","Correct"
"68","2","367","580","Go","Correct"
"69","2","551","827","Go","Correct"
"71","2","419","679","Go","Correct"
"73","2","378","597","Go","Correct"
"74","2","447","545","Go","Correct"
"74","2","659","795","Go","Correct"
"75","2","495","751","Go","Correct"
"77","2","476","705","Go","Correct"
"78","2","903","","Go","Correct"
"79","2","440","705","Go","Correct"
"80","2","397","630","Go","Correct"
"82","3","383","585","Go","Incorrect"
"83","2","383","578","Go","Correct"
"84","2","322","520","Go","Correct"
"85","2","481","725","Go","Correct"
"86","2","825","","Go","Correct"
"87","2","986","","Go","Correct"
"88","2","510","771","Go","Correct"
"90","2","616","846","Go","Correct"
"91","2","393","637","Go","Correct"
"92","2","406","637","Go","Correct"
"94","2","312","561","Go","Correct"
"95","2","417","642","Go","Correct"
"97","2","319","522","Go","Correct"
"98","3","410","","Go","Incorrect"
"99","2","327","580","Go","Correct"
"101","2","329","542","Go","Correct"
"102","2","619","851","Go","Correct"
"103","2","546","781","Go","Correct"
"104","2","412","659","Go","Correct"
"106","2","311","544","Go","Correct"
"107","2","471","665","Go","Correct"
"108","2","488","697","Go","Correct"
"110","2","396","624","Go","Correct"
"112","2","292","484","Go","Correct"
"113","2","701","945","Go","Correct"
"115","2","340","569","Go","Correct"
"116","2","510","784","Go","Correct"
"117","2","411","639","Go","Correct"
"119","2","300","584","Go","Correct"
"120","2","373","606","Go","Correct"
"121","2","354","590","Go","Correct"
"122","2","424","661","Go","Correct"
"124","2","760","","Go","Correct"
"125","2","655","914","Go","Correct"
"127","3","396","","Go","Incorrect"
"128","2","360","622","Go","Correct"
"129","2","366","604","Go","Correct"
"130","3","379","564","Go","Incorrect"
"131","2","592","854","Go","Correct"
"132","2","429","689","Go","Correct"
"133","2","546","798","Go","Correct"
"135","2","487","735","Go","Correct"
"137","2","330","571","Go","Correct"
"138","2","384","633","Go","Correct"
"139","2","422","671","Go","Correct"
"140","2","323","589","Go","Correct"
"142","2","658","983","Go","Correct"
"144","2","390","624","Go","Correct"
"145","2","406","720","Go","Correct"
"146","2","429","728","Go","Correct"
"147","2","440","711","Go","Correct"
"149","2","338","639","Go","Correct"
"150","2","545","813","Go","Correct"

"Correct presses"
"Trial","ID","First","Correct","Channel of first"
"1","1","651","651","6"
"2","1","586","586","6"
"3","1","456","456","6"
"4","1","663","663","6"
"6","1","581","581","6"
"7","1","434","434","6"
"8","1","389","389","6"
"9","1","813","813","6"
"10","1","453","453","6"
"11","1","352","352","6"
"12","1","445","445","6"
"13","1","511","511","6"
"14","1","432","432","6"
"15","1","360","360","6"
"16","1","426","426","6"
"17","1","397","397","6"
"18","1","532","532","6"
"19","1","388","388","6"
"20","1","362","362","6"
"21","1","386","386","6"
"22","1","403","403","6"
"23","1","426","426","6"
"24","1","353","353","6"
"25","1","354","354","6"
"26","1","370","370","6"
"27","1","393","393","6"
"28","1","357","357","6"
"29","1","382","382","6"
"30","1","399","399","6"
"31","1","383","383","6"
"32","1","316","316","6"
"33","1","309","309","6"
"34","1","283","283","6"
"35","1","345","345","6"
"36","1","457","457","6"
"37","1","438","438","6"
"38","1","265","265","6"
"39","1","336","336","6"
"40","1","331","331","6"
"42","2","461","461","6"
"43","2","347","347","6"
"44","2","430","430","6"
"45","2","403","403","6"
"46","2","250","250","6"
"48","2","285","285","6"
"50","2","256","256","6"
"52","2","389","389","6"
"53","2","695","695","6"
"54","2","354","354","6"
"56","2","310","310","6"
"58","2","374","374","6"
"59","2","611","611","6"
"60","2","376","376","6"
"62","2","276","276","6"
"63","2","554","554","6"
"64","2","418","418","6"
"66","2","287","287","6"
"68","2","367","367","6"
"69","2","551","551","6"
"71","2","419","419","6"
"73","2","378","378","6"
"74","2","447","447","6"
"75","2","495","495","6"
"77","2","476","476","6"
"78","2","903","903","6"
"79","2","440","440","6"
"80","2","397","397","6"
"83","2","383","383","6"
"84","2","322","322","6"
"85","2","481","481","6"
"86","2","825","825","6"
"87","2","986","986","6"
"88","2","510","510","6"
"90","2","616","616","6"
"91","2","393","393","6"
"92","2","406","406","6"
"94","2","312","312","6"
"95","2","417","417","6"
"97","2","319","319","6"
"99","2","327","327","6"
"101","2","329","329","6"
"102","2","619","619","6"
"103","2","546","546","6"
"104","2","412","412","6"
"106","2","311","311","6"
"107","2","471","471","6"
"108","2","488","488","6"
"110","2","396","396","6"
"112","2","292","292","6"
"113","2","701","701","6"
"115","2","340","340","6"
"116","2","510","510","6"
"117","2","411","411","6"
"119","2","300","300","6"
"120","2","373","373","6"
"121","2","354","354","6"
"122","2","424","424","6"
"124","2","760","760","6"
"125","2","655","655","6"
"128","2","360","360","6"
"129","2","366","366","6"
"131","2","592","592","6"
"132","2","429","429","6"
"133","2","546","546","6"
"135","2","487","487","6"
"137","2","330","330","6"
"138","2","384","384","6"
"139","2","422","422","6"
"140","2","323","323","6"
"142","2","658","658","6"
"144","2","390","390","6"
"145","2","406","406","6"
"146","2","429","429","6"
"147","2","440","440","6"
"149","2","338","338","6"
"150","2","545","545","6"

"Button response summary"
"Trial ID filter: No filter"
"Response filter: No filter"
"Trial Score filter: No filter"
"Maximum number of bad scalp channels filter: 0"
"Trials matching the current filter set: 150  [ 100.0 percent of trials ]"
"Trial","ID","Response","Score","Reason"
"1","1","Correct","Good",""
"2","1","Correct","Good",""
"3","1","Correct","Good",""
"4","1","Correct","Good",""
"5","1","Incorrect","Good",""
"6","1","Correct","Good",""
"7","1","Correct","Good",""
"8","1","Correct","Good",""
"9","1","Correct","Good",""
"10","1","Correct","Good",""
"11","1","Correct","Good",""
"12","1","Correct","Good",""
"13","1","Correct","Good",""
"14","1","Correct","Good",""
"15","1","Correct","Good",""
"16","1","Correct","Good",""
"17","1","Correct","Good",""
"18","1","Correct","Good",""
"19","1","Correct","Good",""
"20","1","Correct","Good",""
"21","1","Correct","Good",""
"22","1","Correct","Good",""
"23","1","Correct","Good",""
"24","1","Correct","Good",""
"25","1","Correct","Good",""
"26","1","Correct","Good",""
"27","1","Correct","Good",""
"28","1","Correct","Good",""
"29","1","Correct","Good",""
"30","1","Correct","Good",""
"31","1","Correct","Good",""
"32","1","Correct","Good",""
"33","1","Correct","Good",""
"34","1","Correct","Good",""
"35","1","Correct","Good",""
"36","1","Correct","Good",""
"37","1","Correct","Good",""
"38","1","Correct","Good",""
"39","1","Correct","Good",""
"40","1","Correct","Good",""
"41","3","Incorrect","Good",""
"42","2","Correct","Good",""
"43","2","Correct","Good",""
"44","2","Correct","Good",""
"45","2","Correct","Good",""
"46","2","Correct","Good",""
"47","3","Incorrect","Good",""
"48","2","Correct","Good",""
"49","3","Correct","Good",""
"50","2","Correct","Good",""
"51","3","Correct","Good",""
"52","2","Correct","Good",""
"53","2","Correct","Good",""
"54","2","Correct","Good",""
"55","3","Correct","Good",""
"56","2","Correct","Good",""
"57","3","Correct","Good",""
"58","2","Correct","Good",""
"59","2","Correct","Good",""
"60","2","Correct","Good",""
"61","3","Correct","Good",""
"62","2","Correct","Good",""
"63","2","Correct","Good",""
"64","2","Correct","Good",""
"65","3","Correct","Good",""
"66","2","Correct","Good",""
"67","3","Correct","Good",""
"68","2","Correct","Good",""
"69","2","Correct","Good",""
"70","3","Correct","Good",""
"71","2","Correct","Good",""
"72","3","Correct","Good",""
"73","2","Correct","Good",""
"74","2","Correct","Good",""
"75","2","Correct","Good",""
"76","3","Correct","Good",""
"77","2","Correct","Good",""
"78","2","Correct","Good",""
"79","2","Correct","Good",""
"80","2","Correct","Good",""
"81","3","Correct","Good",""
"82","3","Incorrect","Good",""
"83","2","Correct","Good",""
"84","2","Correct","Good",""
"85","2","Correct","Good",""
"86","2","Correct","Good",""
"87","2","Correct","Good",""
"88","2","Correct","Good",""
"89","3","Correct","Good",""
"90","2","Correct","Good",""
"91","2","Correct","Good",""
"92","2","Correct","Good",""
"93","3","Correct","Good",""
"94","2","Correct","Good",""
"95","2","Correct","Good",""
"96","3","Correct","Good",""
"97","2","Correct","Good",""
"98","3","Incorrect","Good",""
"99","2","Correct","Good",""
"100","3","Correct","Good",""
"101","2","Correct","Good",""
"102","2","Correct","Good",""
"103","2","Correct","Good",""
"104","2","Correct","Good",""
"105","3","Correct","Good",""
"106","2","Correct","Good",""
"107","2","Correct","Good",""
"108","2","Correct","Good",""
"109","3","Correct","Good",""
"110","2","Correct","Good",""
"111","3","Correct","Good",""
"112","2","Correct","Good",""
"113","2","Correct","Good",""
"114","3","Correct","Good",""
"115","2","Correct","Good",""
"116","2","Correct","Good",""
"117","2","Correct","Good",""
"118","3","Correct","Good",""
"119","2","Correct","Good",""
"120","2","Correct","Good",""
"121","2","Correct","Good",""
"122","2","Correct","Good",""
"123","3","Correct","Good",""
"124","2","Correct","Good",""
"125","2","Correct","Good",""
"126","3","Correct","Good",""
"127","3","Incorrect","Good",""
"128","2","Correct","Good",""
"129","2","Correct","Good",""
"130","3","Incorrect","Good",""
"131","2","Correct","Good",""
"132","2","Correct","Good",""
"133","2","Correct","Good",""
"134","3","Correct","Good",""
"135","2","Correct","Good",""
"136","3","Correct","Good",""
"137","2","Correct","Good",""
"138","2","Correct","Good",""
"139","2","Correct","Good",""
"140","2","Correct","Good",""
"141","3","Correct","Good",""
"142","2","Correct","Good",""
"143","3","Correct","Good",""
"144","2","Correct","Good",""
"145","2","Correct","Good",""
"146","2","Correct","Good",""
"147","2","Correct","Good",""
"148","3","Correct","Good",""
"149","2","Correct","Good",""
"150","2","Correct","Good",""

"Bad Channels"
"Trial","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
